hdic_city_id,hdic_district_id,hdic_bizcircle_id,hdic_resblock_id,frame_bedroom_num,rent_type,decoration,appid,price_trans,price_listing,price_trans_per_area,price_listing_per_area,sign_date,appc_date,diff_days,pt
110000,23008613,611100320,1.11103E+12,3,2,3,500,2590,2590,287.7777778,287.7777778,2018/2/26,2017/8/12,198,2.01803E+13
110000,23008617,18335682,1.11103E+12,1,1,3,500,4360,4360,85.49019608,85.49019608,2018/1/16,2017/8/3,166,2.01803E+13
110000,23008617,18335689,1.11103E+12,1,1,3,500,5670,4930,115.7142857,100.6122449,2018/2/28,2017/8/13,199,2.01803E+13
110000,23008617,18335689,1.11104E+12,3,2,3,500,3460,3460,230.6666667,230.6666667,2018/3/5,2017/7/31,217,2.01803E+13
110000,23008618,611100537,1.11103E+12,1,1,3,500,4890,4890,104.0425532,104.0425532,2018/3/5,2017/8/13,204,2.01803E+13
110000,23008614,18335647,1.11103E+12,1,1,3,500,5290,5290,129.0243902,129.0243902,2018/2/25,2017/6/11,259,2.01803E+13
110000,23008618,611100355,1.11103E+12,1,1,3,500,6760,6760,105.625,105.625,2018/2/24,2017/7/28,211,2.01803E+13
110000,23008617,18335678,1.11103E+12,3,2,3,500,2590,2690,152.3529412,158.2352941,2018/1/17,2017/8/16,154,2.01803E+13
110000,23008617,18335678,1.11103E+12,3,2,3,500,2590,2430,215.8333333,202.5,2018/1/17,2017/8/16,154,2.01803E+13
110000,23008618,18335631,1.11103E+12,2,1,3,500,5590,5590,79.85714286,79.85714286,2018/1/28,2017/8/25,156,2.01803E+13
110000,23008618,18335767,1.11103E+12,2,1,3,500,7390,7390,147.8,147.8,2018/3/4,2017/7/19,228,2.01803E+13
110000,23008618,611100357,1.11103E+12,0,2,3,500,2190,2190,182.5,182.5,2018/3/6,2017/8/14,204,2.01803E+13
110000,23008618,18335762,1.11103E+12,0,2,3,500,2590,2590,235.4545455,235.4545455,2018/3/2,2017/8/19,195,2.01803E+13
110000,23008618,18335623,1.11103E+12,2,1,3,500,7890,7890,131.5,131.5,2018/1/12,2017/8/18,147,2.01803E+13
110000,23008613,611100320,1.11103E+12,3,2,3,500,1790,1790,298.3333333,298.3333333,2018/3/1,2017/8/12,201,2.01803E+13
