hdic_resblock_id,rent_type,n,mean_price
1.11103E+12,2,1,203.5294118
1.11103E+12,1,4,132.8934152
1.11103E+12,1,2,137.1188811
1.11103E+12,1,2,106.307652
1.11103E+12,1,6,114.3758658
1.11103E+12,2,2,295.875
1.11103E+12,1,1,124.5238095
1.11103E+12,1,12,117.3632253
1.11103E+12,2,5,307.6446886
1.11103E+12,1,4,147.4668569
1.11103E+12,2,5,215.1365079
1.11103E+12,1,1,113.3928571
1.11103E+12,2,7,236.9571995
1.11103E+12,2,3,180.7820513
1.11103E+12,1,2,56.27111209
1.11103E+12,2,16,151.6593154
1.11103E+12,2,3,285.2979798
1.11103E+12,1,2,113.1102941
1.11103E+12,2,4,216.4040404
1.11103E+12,2,1,155.1851852
1.11103E+12,1,2,139.1609667
1.11103E+12,2,1,336
1.11103E+12,2,1,314.4444444
1.11103E+12,2,1,366.25
1.11103E+12,1,1,84.02439024
1.11103E+12,1,3,155.7974255
1.11103E+12,1,1,159.75
1.11103E+12,2,2,310.8333333
1.11103E+12,1,5,132.3652008
1.11103E+12,2,1,263.5714286
1.11103E+12,1,2,150.304878
1.11103E+12,2,9,263.9007937
1.11103E+12,1,2,127.4449153
1.11103E+12,2,3,267.7546296
1.11103E+12,2,6,230.81272
1.11103E+12,1,3,104.2224523
1.11103E+12,2,5,221.7323232
1.11103E+12,1,1,117.3015873
1.11103E+12,1,8,98.28584851
1.11103E+12,2,2,251
1.11103E+12,1,4,101.3501889
1.11103E+12,2,9,216.8804466
1.11103E+12,1,2,142.2447992
1.11103E+12,1,1,112.0634921
1.11103E+12,2,5,265.3920746
1.11103E+12,2,3,141.2548563
1.11103E+12,1,1,101.5
1.11103E+12,2,2,253
1.11103E+12,2,4,207.2470418
1.11103E+12,2,8,204.3367662
1.11103E+12,1,1,103.5185185
1.11103E+12,2,5,236.6133866
1.11103E+12,1,3,152.1885342
1.11103E+12,2,2,435.375
1.11103E+12,1,8,128.7776238
1.11103E+12,1,3,100.8954358
1.11103E+12,2,10,217.0765485
1.11103E+12,2,2,204.6794872
1.11103E+12,1,2,98.78239329
1.11103E+12,2,6,264.7979798
1.11103E+12,2,4,295.1836623
1.11103E+12,1,3,109.7002924
1.11103E+12,2,2,221.8939394
1.11103E+12,2,4,154.4442402
1.11103E+12,2,9,231.0254499
1.11103E+12,1,1,105.5319149
1.11103E+12,2,5,243.0371795
1.11103E+12,1,1,129.5652174
1.11103E+12,2,8,245.5546907
1.11103E+12,1,2,71.35714286
1.11103E+12,2,7,154.8272462
1.11103E+12,1,1,71.42857143
1.11103E+12,2,1,240.8333333
1.11103E+12,1,1,128.9247312
1.11103E+12,2,1,171.5789474
1.11103E+12,1,3,160.8504274
1.11103E+12,2,1,279.375
1.11103E+12,2,3,239.1296296
1.11103E+12,2,1,149.1666667
1.11103E+12,2,19,178.0352966
1.11103E+12,1,2,90.07826087
1.11103E+12,2,9,170.8812147
1.11103E+12,2,1,152.6666667
1.11103E+12,2,4,253.1130952
1.11103E+12,2,3,345.6666667
1.11103E+12,1,3,96.15932914
1.11103E+12,2,2,199.1666667
1.11103E+12,1,8,134.8453709
1.11103E+12,2,7,286.6479493
1.11103E+12,1,4,114.8722952
1.11103E+12,1,2,133.7989354
1.11103E+12,2,8,303.2637553
1.11103E+12,1,3,138.8990355
1.11103E+12,1,1,135.6338028
1.11103E+12,2,4,323.4241071
1.11103E+12,2,6,126.7937063
1.11103E+12,1,1,106.3888889
1.11103E+12,1,1,85.57142857
1.11103E+12,2,5,233.1860806
1.11103E+12,1,1,108.1132075
1.11103E+12,2,21,199.4999213
1.11103E+12,2,2,208.1547619
1.11103E+12,2,1,110.5555556
1.11103E+12,2,1,157.5
1.11103E+12,1,1,84.89361702
1.11103E+12,1,13,133.1422528
1.11103E+12,2,3,227.0353535
1.11103E+12,2,3,225.3297683
1.11103E+12,1,2,70.87272727
1.11103E+12,2,13,187.1859517
1.11103E+12,1,12,193.9811912
1.11103E+12,2,13,244.8088429
1.11103E+12,1,2,78.65079365
1.11103E+12,2,5,178.8811966
1.11103E+12,2,6,182.0803077
1.11103E+12,1,2,101.3892252
1.11103E+12,2,3,213.0519481
1.11103E+12,2,3,236.4444444
1.11103E+12,1,2,101.8516949
1.11103E+12,1,3,109.9375479
1.11103E+12,2,3,198.4179198
1.11103E+12,2,1,260
1.11103E+12,2,3,322.1538462
1.11103E+12,1,1,133.9534884
1.11103E+12,2,1,302.7272727
1.11103E+12,2,3,241.8703704
1.11103E+12,1,1,77.79661017
1.11103E+12,2,2,187.0909091
1.11103E+12,1,3,83.45637801
1.11103E+12,2,4,128.2542735
1.11103E+12,1,1,80.90909091
1.11103E+12,1,1,87.2
1.11103E+12,1,1,92.93103448
1.11103E+12,1,1,110.5405405
1.11103E+12,2,2,180.8333333
1.11103E+12,1,1,107.0491803
1.11103E+12,2,2,326.1057692
1.11103E+12,2,5,246.5785425
1.11103E+12,2,1,262.7272727
1.11103E+12,1,1,112.4444444
1.11103E+12,1,3,151.3492063
1.11103E+12,2,2,410.3787879
1.11103E+12,2,3,291.1174242
1.11103E+12,1,1,178.6842105
1.11103E+12,2,2,271.048951
1.11103E+12,2,1,256.4285714
1.11103E+12,1,1,93.62318841
1.11103E+12,1,9,102.8536462
1.11103E+12,2,14,215.756342
1.11103E+12,1,1,113.0434783
1.11103E+12,2,12,193.1334527
1.11103E+12,1,1,98.81355932
1.11103E+12,2,11,229.2706258
1.11103E+12,1,1,71.96721311
1.11103E+12,2,3,108.5882353
1.11103E+12,1,1,71.4893617
1.11103E+12,2,5,206.4255836
1.11103E+12,1,2,130.3215667
1.11103E+12,2,9,279.3794801
1.11103E+12,1,2,127.8609987
1.11103E+12,2,6,279.9166667
1.11103E+12,1,3,118.6360185
1.11103E+12,2,4,310.3720238
1.11103E+12,1,1,117.8
1.11103E+12,1,7,62.87861621
1.11103E+12,2,6,178.837963
1.11103E+12,1,1,86.41891892
1.11103E+12,2,11,215.3041882
1.11103E+12,2,2,204.0530303
1.11103E+12,2,8,185.4928292
1.11103E+12,1,1,87.2815534
1.11103E+12,1,3,110.9364081
1.11103E+12,2,8,243.2083333
1.11103E+12,2,9,272.1368878
1.11103E+12,1,1,83.52112676
1.11103E+12,2,10,186.0144746
1.11103E+12,2,4,258.2424812
1.11103E+12,2,3,246.7676768
1.11103E+12,1,1,98.27160494
1.11103E+12,2,9,270.9108335
1.11103E+12,1,1,120.3703704
1.11103E+12,2,3,310.1388889
1.11103E+12,1,1,89.2
1.11103E+12,1,1,118.4444444
1.11103E+12,1,4,108.4136082
1.11103E+12,1,3,89.99525347
1.11103E+12,1,3,124.119927
1.11103E+12,2,1,217.2727273
1.11103E+12,1,1,80.46511628
1.11103E+12,2,4,163.1491841
1.11103E+12,1,6,102.2025966
1.11103E+12,2,3,170.0818222
1.11103E+12,1,1,96.66666667
1.11103E+12,2,3,250.1944444
1.11103E+12,2,1,305.625
1.11103E+12,1,4,100.2066565
1.11103E+12,2,5,195.1057692
1.11103E+12,1,1,106
1.11103E+12,1,1,99.83050847
1.11103E+12,2,2,236.25
1.11103E+12,1,6,95.70773208
1.11103E+12,2,17,234.9037115
1.11103E+12,2,2,263.5714286
1.11103E+12,1,1,79.86666667
1.11103E+12,2,3,255.9166667
1.11103E+12,2,7,217.3860544
1.11103E+12,2,1,133.125
1.11103E+12,1,4,105.1210201
1.11103E+12,1,3,159.5043573
1.11103E+12,1,1,136.6666667
1.11103E+12,2,3,292.5185185
1.11103E+12,1,2,112.8467676
1.11103E+12,2,2,316.1616162
1.11103E+12,1,1,91.97368421
1.11103E+12,2,3,284.3947164
1.11103E+12,2,1,208.6666667
1.11103E+12,2,1,285.8333333
1.11103E+12,1,2,111.6687513
1.11103E+12,2,3,236.3190883
1.11103E+12,2,11,241.8596044
1.11103E+12,1,1,183.0769231
1.11103E+12,2,4,204.3219697
1.11103E+12,1,1,138.1481481
1.11103E+12,2,1,394.2857143
1.11103E+12,1,2,109.068323
1.11103E+12,1,3,143.3413402
1.11103E+12,1,6,165.9684685
1.11103E+12,2,12,275.4280627
1.11103E+12,1,3,138.8630491
1.11103E+12,2,1,394.2857143
1.11103E+12,2,2,286.5416667
1.11103E+12,1,1,77.88990826
1.11103E+12,2,5,169.6730769
1.11103E+12,1,1,114.5454545
1.11103E+12,2,4,309.4166667
1.11103E+12,1,2,130.8296703
1.11103E+12,2,12,308.7247161
1.11103E+12,1,4,123.27085
1.11103E+12,2,2,269.2045455
1.11103E+12,1,1,97.77777778
1.11103E+12,2,1,252.6666667
1.11103E+12,2,5,319.7
1.11103E+12,1,6,132.8881194
1.11103E+12,2,1,307.5
1.11103E+12,2,1,294.1666667
1.11103E+12,1,1,105.7142857
1.11103E+12,2,4,302.7708333
1.11103E+12,1,1,111.6949153
1.11103E+12,1,4,80.53664241
1.11103E+12,1,4,108.4709805
1.11103E+12,2,1,336.25
1.11103E+12,2,9,141.3015138
1.11103E+12,1,1,132.5
1.11103E+12,2,5,237.3682984
1.11103E+12,1,1,133.1111111
1.11103E+12,1,1,74.77477477
1.11103E+12,2,3,150.797619
1.11103E+12,1,17,105.7494845
1.11103E+12,1,8,108.9562839
1.11103E+12,2,2,261.5
1.11103E+12,1,1,88.7654321
1.11103E+12,2,14,249.449897
1.11103E+12,1,2,109.1244084
1.11103E+12,1,15,144.2537635
1.11103E+12,1,3,111.1764706
1.11103E+12,2,4,298.9583333
1.11103E+12,1,3,100.1628048
1.11103E+12,1,2,105.4375387
1.11103E+12,2,2,315.8333333
1.11103E+12,1,1,115
1.11103E+12,2,3,231.9007937
1.11103E+12,1,3,113.689172
1.11103E+12,1,3,106.1326026
1.11103E+12,1,1,60.5952381
1.11103E+12,2,7,154.9706163
1.11103E+12,1,2,124.5732759
1.11103E+12,1,1,107.6666667
1.11103E+12,2,10,197.1877791
1.11103E+12,1,3,79.25217266
1.11103E+12,1,2,134.1738506
1.11103E+12,2,6,246.8715405
1.11103E+12,1,4,132.3405521
1.11103E+12,2,1,336.6666667
1.11103E+12,2,5,383.4454545
1.11103E+12,1,1,101.5254237
1.11103E+12,2,9,232.9129305
1.11103E+12,1,1,104.2666667
1.11103E+12,2,1,263.8461538
1.11103E+12,1,1,70.625
1.11103E+12,2,3,100.6626984
1.11103E+12,1,1,136.1818182
1.11103E+12,2,3,275.3764006
1.11103E+12,1,3,126.5225625
1.11103E+12,1,4,116.4926259
1.11103E+12,2,2,257.547619
1.11103E+12,2,2,310
1.11103E+12,2,5,193.5619048
1.11103E+12,2,3,318.8888889
1.11103E+12,1,1,125.2542373
1.11103E+12,1,2,113.1870027
1.11103E+12,2,4,355.6891026
1.11103E+12,1,2,80.53787879
1.11103E+12,2,2,231.4583333
1.11103E+12,2,3,234.5925926
1.11103E+12,1,2,144.6491228
1.11103E+12,2,4,334.1359649
1.11103E+12,1,1,71.71875
1.11103E+12,2,2,169.8626374
1.11103E+12,2,4,150.4423077
1.11103E+12,2,3,272.6990741
1.11103E+12,1,1,67.36842105
1.11103E+12,1,7,78.02414955
1.11103E+12,2,15,191.0686739
1.11103E+12,1,2,119.0540541
1.11103E+12,2,5,281.7587302
1.11103E+12,1,3,123.4283323
1.11103E+12,2,1,199.2307692
1.11103E+12,1,1,105.8064516
1.11103E+12,1,2,169.0566038
1.11103E+12,2,14,157.0031278
1.11103E+12,2,1,403.3333333
1.11103E+12,1,2,132.9345238
1.11103E+12,2,2,248.969697
1.11103E+12,1,3,82.63888889
1.11103E+12,2,4,196.4464286
1.11103E+12,1,4,138.1964522
1.11103E+12,2,1,332.8571429
1.11103E+12,1,10,153.9828736
1.11103E+12,2,8,335.7527994
1.11103E+12,2,4,177.5896465
1.11103E+12,1,1,129.4594595
1.11103E+12,2,7,252.115123
1.11103E+12,1,1,119.4642857
1.11103E+12,2,4,188.3933346
1.11103E+12,1,1,71.28571429
1.11103E+12,2,3,162.811463
1.11103E+12,1,1,88.83333333
1.11103E+12,2,5,232.6848596
1.11103E+12,1,6,110.5391461
1.11103E+12,2,15,254.2106988
1.11103E+12,1,5,94.33446328
1.11103E+12,1,1,89.83333333
1.11103E+12,2,2,240.8333333
1.11103E+12,1,1,122.1818182
1.11103E+12,1,1,137.0588235
1.11103E+12,2,1,361.25
1.11103E+12,1,3,130.9181962
1.11103E+12,2,2,309.3162393
1.11103E+12,2,9,175.9913142
1.11103E+12,1,1,158.8571429
1.11103E+12,2,3,287.8333333
1.11103E+12,2,4,280.9375
1.11103E+12,2,4,161.2539477
1.11103E+12,1,2,68.29703833
1.11103E+12,2,3,194.0873016
1.11103E+12,1,2,114.057971
1.11103E+12,2,1,137.0588235
1.11103E+12,1,4,97.94666386
1.11103E+12,1,1,115.7142857
1.11103E+12,1,1,85.78125
1.11103E+12,2,5,125.8559524
1.11103E+12,1,1,83.19444444
1.11103E+12,2,2,179.3095238
1.11103E+12,2,5,257.959596
1.11103E+12,1,1,163.2
1.11103E+12,1,3,114.7129876
1.11103E+12,1,5,139.5002045
1.11103E+12,2,12,282.6551227
1.11103E+12,2,9,268.8433912
1.11103E+12,1,2,134.8430451
1.11103E+12,2,9,266.5344378
1.11103E+12,1,6,106.6923086
1.11103E+12,1,9,127.591037
1.11103E+12,2,2,219.1666667
1.11103E+12,1,1,119.1666667
1.11103E+12,1,1,100.7246377
1.11103E+12,1,2,120.3571429
1.11103E+12,2,3,235.8744589
1.11103E+12,1,1,155.5813953
1.11103E+12,2,2,307.7142857
1.11103E+12,2,1,254.2857143
1.11103E+12,1,2,141.5
1.11103E+12,2,3,358.3333333
1.11103E+12,2,9,260.4020092
1.11103E+12,1,1,196.1538462
1.11103E+12,1,1,92.4137931
1.11103E+12,2,1,246
1.11103E+12,2,10,139.9415033
1.11103E+12,2,2,341.5873016
1.11103E+12,1,2,64.82549542
1.11103E+12,2,1,206
1.11103E+12,1,4,124.984484
1.11103E+12,2,2,341.1363636
1.11103E+12,1,2,76.61764706
1.11103E+12,2,2,169.125
1.11103E+12,1,2,138.8716108
1.11103E+12,2,4,406.2941176
1.11103E+12,1,3,100.2436032
1.11103E+12,2,1,172.3529412
1.11103E+12,1,1,146.8181818
1.11103E+12,2,1,230.6666667
1.11103E+12,1,2,98.82467532
1.11103E+12,2,7,264.9591837
1.11103E+12,1,1,81.58536585
1.11103E+12,2,4,164.548913
1.11103E+12,1,2,117.2972973
1.11103E+12,1,3,91.56577494
1.11103E+12,2,3,300.8585859
1.11103E+12,1,1,110.1612903
1.11103E+12,1,1,133.1111111
1.11103E+12,1,1,130
1.11103E+12,1,1,142
1.11103E+12,1,2,103.8703704
1.11103E+12,2,3,268.6296296
1.11103E+12,1,1,77.18181818
1.11103E+12,2,2,305.3055556
1.11103E+12,2,9,130.5478287
1.11103E+12,1,9,56.24066267
1.11103E+12,2,17,124.9020533
1.11103E+12,2,13,209.5324992
1.11103E+12,1,2,87.10666023
1.11103E+12,2,8,222.5080128
1.11103E+12,1,4,139.5720416
1.11103E+12,2,7,235.510101
1.11103E+12,1,5,113.4182739
1.11103E+12,2,2,184.9404762
1.11103E+12,1,3,122.3030303
1.11103E+12,1,10,116.7875193
1.11103E+12,2,2,239.4583333
1.11103E+12,1,2,155.8494409
1.11103E+12,1,1,143.2075472
1.11103E+12,1,1,72.70833333
1.11103E+12,2,6,169.6919192
1.11103E+12,1,1,109.0769231
1.11103E+12,2,3,159.2795455
1.11103E+12,1,2,143.1180223
1.11103E+12,2,1,257.2727273
1.11103E+12,1,2,140.0877193
1.11103E+12,2,3,282.5952381
1.11103E+12,1,1,201.75
1.11103E+12,1,4,124.1711559
1.11103E+12,2,2,245.515873
1.11103E+12,1,4,111.0501672
1.11103E+12,2,4,280.0520833
1.11103E+12,1,1,115.3623188
1.11103E+12,1,3,109.4734662
1.11103E+12,2,7,299.521423
1.11103E+12,1,2,109.282197
1.11103E+12,2,3,262.4074074
1.11103E+12,1,1,134.7619048
1.11103E+12,2,2,250.6428571
1.11103E+12,2,5,289.05
1.11103E+12,1,1,102.1590909
1.11103E+12,2,6,267.8648247
1.11103E+12,1,5,54.50243882
1.11103E+12,2,7,123.2866724
1.11103E+12,1,4,122.5941413
1.11103E+12,2,2,313.9444444
1.11103E+12,1,6,142.8892381
1.11103E+12,1,1,128.2926829
1.11103E+12,1,1,113.0188679
1.11103E+12,1,3,136.1035509
1.11103E+12,2,3,454.6111111
1.11103E+12,2,1,317.2727273
1.11103E+12,1,4,86.24161239
1.11103E+12,2,6,205.4279065
1.11103E+12,1,2,121.2727273
1.11103E+12,2,3,261.7373737
1.11103E+12,2,1,310
1.11103E+12,1,6,166.8736132
1.11103E+12,1,4,121.677409
1.11103E+12,2,7,265.7308721
1.11103E+12,2,10,303.5340441
1.11103E+12,1,11,98.69651872
1.11103E+12,2,64,270.1805712
1.11103E+12,1,2,73.42659884
1.11103E+12,2,4,157.1720846
1.11103E+12,1,1,74.77777778
1.11103E+12,2,4,240.8035714
1.11103E+12,1,1,98.37209302
1.11103E+12,2,1,285.8333333
1.11103E+12,2,3,281.9074074
1.11103E+12,2,2,156.0839161
1.11103E+12,2,21,217.7300026
1.11103E+12,1,1,65
1.11103E+12,2,4,84.26242236
1.11103E+12,2,4,189.1458333
1.11103E+12,2,8,125.0529147
1.11103E+12,1,1,64.28571429
1.11103E+12,2,5,219.0730769
1.11103E+12,1,3,62.21025038
1.11103E+12,2,14,205.306058
1.11103E+12,2,6,331.5443122
1.11103E+12,1,2,84.41545894
1.11103E+12,2,1,171.8181818
1.11103E+12,1,3,66.2153705
1.11103E+12,2,3,212.040404
1.11103E+12,2,4,354.6578526
1.11103E+12,1,1,85.15463918
1.11103E+12,2,17,254.9733208
1.11103E+12,1,6,141.2876257
1.11103E+12,1,1,133.7288136
1.11103E+12,2,3,291.7777778
1.11103E+12,1,4,99.87984846
1.11103E+12,2,15,285.914418
1.11103E+12,1,12,113.9149612
1.11103E+12,2,5,254.7222222
1.11103E+12,2,3,277.3035117
1.11103E+12,2,2,384.7619048
1.11103E+12,1,22,116.4618653
1.11103E+12,2,3,281.5521978
1.11103E+12,1,1,128.6046512
1.11103E+12,1,1,114.5901639
1.11103E+12,2,1,408.5714286
1.11103E+12,2,3,172.8484848
1.11103E+12,2,2,154.2954545
1.11103E+12,1,4,132.208493
1.11103E+12,2,16,289.7423622
1.11103E+12,2,5,236.5444444
1.11103E+12,1,1,183.6363636
1.11103E+12,1,1,111.8965517
1.11103E+12,2,13,153.9972506
1.11103E+12,1,1,149.8
1.11103E+12,2,6,370.2348485
1.11103E+12,1,3,122.9933412
1.11103E+12,2,2,246.75
1.11103E+12,2,2,228.125
1.11103E+12,2,3,265.4351852
1.11103E+12,2,3,251.6568627
1.11103E+12,1,3,107.6159274
1.11103E+12,2,3,251.1515152
1.11103E+12,2,8,338.9541327
1.11103E+12,1,1,143.6585366
1.11103E+12,1,1,118.5254237
1.11103E+12,1,2,106.5757042
1.11103E+12,1,1,157.3
1.11103E+12,2,1,306.9230769
1.11103E+12,2,1,377.3333333
1.11103E+12,1,3,147.6438476
1.11103E+12,2,3,300.125
1.11103E+12,1,2,93.61660562
1.11103E+12,2,3,209.6296296
1.11103E+12,1,1,115.3571429
1.11103E+12,2,3,313.7037037
1.11103E+12,2,3,272.1469598
1.11103E+12,2,3,270.462963
1.11103E+12,1,1,122.6666667
1.11103E+12,2,4,221.0165945
1.11103E+12,1,1,91.06382979
1.11103E+12,2,10,259.8382919
1.11103E+12,2,4,244.5085784
1.11103E+12,2,5,184.2121972
1.11103E+12,1,1,98.13559322
1.11103E+12,2,6,236.7535209
1.11103E+12,2,11,216.6233757
1.11103E+12,1,1,81.04477612
1.11103E+12,2,3,204.8849206
1.11103E+12,2,4,193.068609
1.11103E+12,1,1,142.9166667
1.11103E+12,1,4,100.2653183
1.11103E+12,2,3,220.9642857
1.11103E+12,1,2,92.28065022
1.11103E+12,2,8,210.8845238
1.11103E+12,1,2,99.81790744
1.11103E+12,2,1,153.75
1.11103E+12,1,1,100.4761905
1.11103E+12,2,3,269.8611111
1.11103E+12,1,1,86.98795181
1.11103E+12,2,2,159.3333333
1.11103E+12,1,15,123.6400408
1.11103E+12,1,3,67.26715042
1.11103E+12,1,1,118.3333333
1.11103E+12,1,2,70.06406633
1.11103E+12,2,10,194.7215428
1.11103E+12,1,2,123.1416797
1.11103E+12,2,5,285.8904762
1.11103E+12,1,3,130.897269
1.11103E+12,2,2,270.8571429
1.11103E+12,1,2,109.1591081
1.11103E+12,1,1,134.5833333
1.11103E+12,2,2,240.8333333
1.11103E+12,1,1,59.23076923
1.11103E+12,2,13,163.6355822
1.11103E+12,2,17,140.6760245
1.11103E+12,1,2,73.4703021
1.11103E+12,2,10,151.3990152
1.11103E+12,1,2,117.0373514
1.11103E+12,1,3,115.1438462
1.11103E+12,2,2,248.4848485
1.11103E+12,1,7,120.9634785
1.11103E+12,1,3,134.1224747
1.11103E+12,2,5,225.6288401
1.11103E+12,1,9,120.4721838
1.11103E+12,2,10,240.0561275
1.11103E+12,2,2,247.2222222
1.11103E+12,1,2,110.6566038
1.11103E+12,2,3,217.875
1.11103E+12,2,4,282.1458333
1.11103E+12,1,1,106.1904762
1.11103E+12,2,3,231.1397059
1.11103E+12,1,1,146.097561
1.11103E+12,2,1,257.5
1.11103E+12,1,3,117.962963
1.11103E+12,1,9,123.4295061
1.11103E+12,2,3,296.5925926
1.11103E+12,1,2,126.3423645
1.11103E+12,2,2,369.4871795
1.11103E+12,1,2,122.3607367
1.11103E+12,2,2,313.2083333
1.11103E+12,1,2,117.1516691
1.11103E+12,2,1,212.6666667
1.11103E+12,1,4,126.9322676
1.11103E+12,2,9,261.7160494
1.11103E+12,2,9,192.1672957
1.11103E+12,1,1,69.07563025
1.11103E+12,2,5,234.2377539
1.11103E+12,1,1,76.69642857
1.11103E+12,1,1,86.71052632
1.11103E+12,1,1,66.30630631
1.11103E+12,2,7,154.7142857
1.11103E+12,1,1,67.30337079
1.11103E+12,2,3,242.6666667
1.11103E+12,1,5,154.6826564
1.11103E+12,1,2,84.28571429
1.11103E+12,2,1,173
1.11103E+12,1,1,130.2777778
1.11103E+12,2,4,238.0952381
1.11103E+12,1,3,106.1600852
1.11103E+12,1,1,93.88888889
1.11103E+12,1,3,130.4896335
1.11103E+12,1,2,116.7763158
1.11103E+12,2,1,201.875
1.11103E+12,2,5,347.0531746
1.11103E+12,1,2,113.1653296
1.11103E+12,2,3,265.3888889
1.11103E+12,1,1,112.1052632
1.11103E+12,2,3,270.8319088
1.11103E+12,1,2,135.7321429
1.11103E+12,2,6,336.6805556
1.11103E+12,1,3,108.8106018
1.11103E+12,2,2,291.9191919
1.11103E+12,1,1,116.9354839
1.11103E+12,2,7,260.6662869
1.11103E+12,1,2,134.2838266
1.11103E+12,2,6,293.3941799
1.11103E+12,1,1,140.2380952
1.11103E+12,1,1,117.9661017
